2020-07-20 00:58:35.626 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] ---Changed configuration
	at java.base/sun.security.ssl.SSLSocketImpl.readHandshakeRecord(SSLSocketImpl.java:1062)
	at java.base/sun.security.ssl.SSLSocketImpl.startHandshake(SSLSocketImpl.java:402)
	at org.apache.http.conn.ssl.SSLConnectionSocketFactory.createLayeredSocket(SSLConnectionSocketFactory.java:436)
	at org.apache.http.conn.ssl.SSLConnectionSocketFactory.connectSocket(SSLConnectionSocketFactory.java:384)
	at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect(DefaultHttpClientConnectionOperator.java:142)
	at org.apache.http.impl.conn.PoolingHttpClientConnectionManager.connect(PoolingHttpClientConnectionManager.java:376)
	at org.apache.http.impl.execchain.MainClientExec.establishRoute(MainClientExec.java:393)
	at org.apache.http.impl.execchain.MainClientExec.execute(MainClientExec.java:236)
	at org.apache.http.impl.execchain.ProtocolExec.execute(ProtocolExec.java:186)
	at org.apache.http.impl.execchain.RetryExec.execute(RetryExec.java:89)
	at org.apache.http.impl.execchain.RedirectExec.execute(RedirectExec.java:110)
	at org.apache.http.impl.client.InternalHttpClient.doExecute(InternalHttpClient.java:185)
	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:83)
	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:108)
	at com.zeroturnaround.javarebel.idea.plugin.update.IntellijPluginLatestVersionProvider.readUrl(IntellijPluginLatestVersionProvider.java:71)
	at com.zeroturnaround.javarebel.idea.plugin.update.IntellijPluginLatestVersionProvider.loadVersion(IntellijPluginLatestVersionProvider.java:48)
	at com.zeroturnaround.javarebel.idea.plugin.update.IntellijPluginLatestVersionProvider.getLatestVersion(IntellijPluginLatestVersionProvider.java:41)
	at org.zeroturnaround.jrebel.client.update.PluginLatestVersion.findLatestVersion(PluginLatestVersion.java:24)
	at org.zeroturnaround.jrebel.ide.common.utils.update.JRebelPluginUpdate.getUpdateSiteVersion(JRebelPluginUpdate.java:159)
	at org.zeroturnaround.jrebel.ide.common.utils.update.JRebelPluginUpdate.checkForNewVersion(JRebelPluginUpdate.java:51)
	at org.zeroturnaround.jrebel.ide.common.utils.update.JRebelPluginUpdate.startNewVersionCheck(JRebelPluginUpdate.java:39)
	at org.zeroturnaround.jrebel.ide.common.CommonStartup.lambda$startNewVersionCheck$4(CommonStartup.java:310)
	at org.zeroturnaround.jrebel.ide.common.CommonStartup$$Lambda$10.run(CommonStartup.java)
	at org.zeroturnaround.common.util.ExecutorUtil$RunnableWrapper.run(ExecutorUtil.java:161)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:515)
	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
	at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:304)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:834)
Caused by: java.net.SocketTimeoutException: Read timed out
	at java.base/java.net.SocketInputStream.socketRead0(Native Method)
	at java.base/java.net.SocketInputStream.socketRead(SocketInputStream.java:115)
	at java.base/java.net.SocketInputStream.read(SocketInputStream.java:168)
	at java.base/java.net.SocketInputStream.read(SocketInputStream.java:140)
	at java.base/sun.security.ssl.SSLSocketInputRecord.read(SSLSocketInputRecord.java:448)
	at java.base/sun.security.ssl.SSLSocketInputRecord.decodeInputRecord(SSLSocketInputRecord.java:237)
	at java.base/sun.security.ssl.SSLSocketInputRecord.decode(SSLSocketInputRecord.java:190)
	at java.base/sun.security.ssl.SSLTransport.decode(SSLTransport.java:108)
	... 31 common frames omitted
2020-07-22 23:06:13.180 WARN  [rebel-ide-scheduler-1] o.z.j.c.update.PluginLatestVersion - Got latest version null
2020-07-22 23:06:13.181 INFO  [rebel-ide-scheduler-1] c.z.http.proxy.HttpProxyHolder - Save licensing proxy settings from class com.zeroturnaround.javarebel.idea.plugin.settings.IntellijProxyProvider to preferences: null
2020-07-22 23:06:13.186 INFO  [rebel-ide-scheduler-1] c.z.http.proxy.HttpProxyHolder - Save mixpanel proxy settings from class com.zeroturnaround.javarebel.idea.plugin.settings.IntellijProxyProvider to preferences: null
2020-07-22 23:06:13.188 INFO  [rebel-ide-scheduler-1] c.z.http.proxy.HttpProxyHolder - Save generic proxy settings from class com.zeroturnaround.javarebel.idea.plugin.settings.IntellijProxyProvider to preferences: null
2020-07-22 23:06:19.145 INFO  [rebel-ide-stats-sender-1] c.z.j.remoting.metrics.SyncTimer - No synchronizations since last stats, skipping sending sync time stats
2020-07-22 23:06:19.166 INFO  [rebel-ide-stats-sender-1] c.z.j.r.m.p.CachedMetricsProvider - Cache is stale, not using.
2020-07-22 23:18:14.822 INFO  [AWT-EventQueue-0] c.z.j.i.p.s.IntellijProxyProvider - disposeComponent IntellijProxyProvider
2020-07-29 20:03:20.971 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] ---Changed configuration
2020-07-29 20:03:20.975 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] File to log JDI Exceptions : null
2020-07-29 20:03:20.975 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Hide Rebel Stack Frames : true
2020-07-29 20:03:20.975 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Hide Rebel Threads : true
2020-07-29 20:03:20.975 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Hide Rebel Classes : true
2020-07-29 20:03:20.975 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Don't expose versioned types : true
2020-07-29 20:03:20.975 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Fix That : true
2020-07-29 20:03:20.975 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Can call Rebel runtime : true
2020-07-29 20:03:20.975 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Prevent stepping to Rebel code: true
2020-07-29 20:03:20.975 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Pump events: true
2020-07-29 20:03:20.975 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] IDE identificator: IntelliJ IDEA IU-201.6668.121 JRebel plugin: 2020.2.3
2020-07-29 20:03:20.976 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] IDE identificator as code: 0x400000000000000
2020-07-29 20:03:20.976 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] IDE type as code: 0x4
2020-07-29 20:03:20.976 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Wrapper proxy builder: com.zeroturnaround.jdi.proxy.DefaultFactoryBuilder@27deb6b1
2020-07-29 20:03:20.977 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Logger factory : NOP
2020-07-29 20:03:20.977 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Handle fields : true
2020-07-29 20:03:20.977 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Handle methods : true
2020-07-29 20:03:20.977 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Handle stepping : true
2020-07-29 20:03:20.977 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Handle breakpoints : true
2020-07-29 20:03:20.977 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Handle reloading: true
2020-07-29 20:03:20.977 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Handle arrays: true
2020-07-29 20:03:20.977 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] ------------------------
2020-07-29 20:03:20.383 INFO  [AWT-EventQueue-0] Core - Rebel properties loaded from C:\Users\mxy\.jrebel\jrebel.properties:
rebel.license.email=test@123.com
rebel.license.url=https://jrebel.qekang.com/714bc436-8b8e-42e9-9289-4458ce515c59
rebel.log=info
rebel.log.file=C:\Users\mxy\.jrebel\jrebel.log
rebel.preferred.license=1
rebel.properties.version=2

2020-07-29 20:03:20.426 INFO  [AWT-EventQueue-0] o.z.jrebel.client.logger.Log - Log level is now INFO
2020-07-29 20:03:20.426 INFO  [AWT-EventQueue-0] o.z.jrebel.client.logger.Log - Using log level INFO
2020-07-29 20:03:21.056 INFO  [AWT-EventQueue-0] Core - Rebel properties loaded from C:\Users\mxy\.jrebel\jrebel.properties:
rebel.license.email=test@123.com
rebel.license.url=https://jrebel.qekang.com/714bc436-8b8e-42e9-9289-4458ce515c59
rebel.log=info
rebel.log.file=C:\Users\mxy\.jrebel\jrebel.log
rebel.preferred.license=1
rebel.properties.version=2

2020-07-29 20:03:21.079 INFO  [AWT-EventQueue-0] c.z.j.idea.plugin.logger.IdeaLog - Java version: 11.0.6
JRebel version used: 2020.2.3 (202006190909) griffin
IntelliJ IDEA IU-201.6668.121 JRebel plugin: 2020.2.3

2020-07-29 20:03:21.180 INFO  [AWT-EventQueue-0] o.z.j.c.licensing.JRebelLicensing - addActivationFinishedListener org.zeroturnaround.jrebel.client.licensing.JRebelLicensingImpl$2@15cf32ee
2020-07-29 20:03:21.180 INFO  [AWT-EventQueue-0] o.z.jrebel.client.licensing.Watcher - Watcher starting, isProbablyLicenseServer: true, self: org.zeroturnaround.jrebel.client.licensing.Watcher@6acd07cc
2020-07-29 20:03:21.181 INFO  [rebel-lwatch] Licensing - === Event: getCurrentLicense
2020-07-29 20:03:21.183 INFO  [AWT-EventQueue-0] o.z.common.util.RebelBaseUtils - log file: jrebel-intellij.log
2020-07-29 20:03:21.183 INFO  [AWT-EventQueue-0] o.z.common.util.RebelBaseUtils - log file: jrebel-licensing.log
2020-07-29 20:03:21.183 INFO  [AWT-EventQueue-0] o.z.common.util.RebelBaseUtils - log file: jrebel.log
2020-07-29 20:03:21.185 INFO  [rebel-lwatch] Licensing - Trying licenseServer licensing
2020-07-29 20:03:21.197 INFO  [rebel-lwatch] c.z.http.proxy.HttpProxyHolder - Using initializer for proxy creations: ProxyInitializerImpl{IDE instance}
2020-07-29 20:03:21.202 INFO  [rebel-lwatch] Licensing-LS - Creating new http with proxy: ProxySelector{validatorTimeout=5000, theChosenOne=null, source=IDE_LICENSING}
2020-07-29 20:03:21.225 INFO  [AWT-EventQueue-0] Licensing - Current installation GUID is MiBXjM44tnAD3CsGSv9whrmi1tnoP/u+gO9nlnSs59c=
2020-07-29 20:03:21.225 INFO  [AWT-EventQueue-0] c.z.j.i.plugin.xml.RebelXmlRestorer - Skipping initialization of rebel.xml restoration since this user is not in pilot.
2020-07-29 20:03:21.227 INFO  [AWT-EventQueue-0] o.z.jrebel.ide.common.CommonStartup - started successfully
2020-07-29 20:03:21.230 INFO  [AWT-EventQueue-0] o.z.j.i.c.n.LicenseNotifier - suspendNewNotifications
2020-07-29 20:03:21.232 INFO  [AWT-EventQueue-0] Core - Rebel properties loaded from C:\Users\mxy\.jrebel\jrebel.properties:
rebel.license.email=test@123.com
rebel.license.url=https://jrebel.qekang.com/714bc436-8b8e-42e9-9289-4458ce515c59
rebel.log=info
rebel.log.file=C:\Users\mxy\.jrebel\jrebel.log
rebel.preferred.license=1
rebel.properties.version=2

2020-07-29 20:03:21.251 INFO  [AWT-EventQueue-0] c.z.j.i.p.s.IntellijProxyProvider - initComponent IntellijProxyProvider
2020-07-29 20:03:21.264 INFO  [rebel-lwatch] Licensing-LS - Created new LicenseServer client: com.zeroturnaround.javarebel.ab@21c1e446[serverRootUrl=https://jrebel.qekang.com,token=714bc436-8b8e-42e9-9289-4458ce515c59,installationGuid=MiBXjM44tnAD3CsGSv9whrmi1tnoP/u+gO9nlnSs59c=]
2020-07-29 20:03:21.306 INFO  [rebel-lwatch] Licensing-LS - Lease : com.zeroturnaround.javarebel.u@4c4360a1[leaseId=1,offline=true,clientRandomness=VZlFzPn6qsU=,serverRandomness=H2ulzLlh7E0=,validFrom=Mon Jul 20 21:23:36 CST 2020,validUntil=Sat Jan 16 21:23:36 CST 2021,serverGuid=a1b4aea8-b031-4302-b602-670a990272cb,serverVersion=3.2.4,zeroIds=[],seatPoolType=standalone,evaluationLicense=false]
2020-07-29 20:03:21.315 INFO  [rebel-lwatch] Core - Rebel properties loaded from C:\Users\mxy\.jrebel\jrebel.properties:
rebel.license.email=test@123.com
rebel.license.url=https://jrebel.qekang.com/714bc436-8b8e-42e9-9289-4458ce515c59
rebel.log=info
rebel.log.file=C:\Users\mxy\.jrebel\jrebel.log
rebel.preferred.license=1
rebel.properties.version=2

2020-07-29 20:03:21.527 WARN  [rebel-leaseManager-1] Licensing-LS - Connection failed with HTTP 404 (Not Found).
2020-07-29 20:03:21.527 INFO  [rebel-leaseManager-1] Licensing - Licensing exception: LicensingMessage{description='Connection failed with HTTP 404 (Not Found).', callToAction='', exceptionMessage='null', link='null'}
2020-07-29 20:03:21.535 WARN  [rebel-leaseManager-1] Licensing-LS - Connection failed with HTTP 404 (Not Found).
2020-07-29 20:03:21.535 INFO  [rebel-leaseManager-1] Licensing - Licensing exception: LicensingMessage{description='Connection failed with HTTP 404 (Not Found).', callToAction='', exceptionMessage='null', link='null'}
2020-07-29 20:03:21.535 INFO  [rebel-leaseManager-1] Licensing-LS - Loaded client features for url: https://jrebel.qekang.com -> []
2020-07-29 20:03:23.008 INFO  [rebel-lwatch] Core-Stat - Statistics initialized in 3 ms
2020-07-29 20:03:24.072 INFO  [AWT-EventQueue-0] c.z.j.i.c.g.pilot.SetupGuidePilot - In pilot group: true
2020-07-29 20:03:24.072 INFO  [AWT-EventQueue-0] c.z.j.i.c.g.pilot.SetupGuidePilot - In setup guide no browser on activation pilot: true
2020-07-29 20:03:24.081 INFO  [AWT-EventQueue-0] c.z.j.i.c.g.m.ActivationModelStep - New licensing status LicensingStatus [ hasLicense = true; hasValidLicenseType=true; isValid=true; isExpired=false; errorMessage = 'null'; activationStatus=null; ]
2020-07-29 20:03:24.082 INFO  [AWT-EventQueue-0] c.z.j.idea.plugin.guide.SetupGuide - Skipping setup guide as it was already completed
2020-07-29 20:03:24.083 INFO  [AWT-EventQueue-0] o.z.j.c.licensing.JRebelLicensing - addActivationFinishedListener org.zeroturnaround.jrebel.ide.common.notifications.LicenseNotifier@44a0c550
2020-07-29 20:03:24.167 INFO  [ApplicationImpl pooled thread 8] o.z.j.i.c.f.h.HybrisDetectionUtil - Looking for Hybris platform directory from C:/Users/mxy/IdeaProjects/store
2020-07-29 20:03:24.253 INFO  [AWT-EventQueue-0] c.z.j.i.p.f.JRebelFacetSyncComponent - New module store added in project store, check for facets
2020-07-29 20:03:24.282 WARN  [ApplicationImpl pooled thread 6] c.z.j.i.p.r.a.ProjectsPathProvider - Module has JRebel enabled, but file at 'C:\Users\mxy\IdeaProjects\store\src\main\resources\rebel.xml' does not exist
2020-07-29 20:03:24.282 INFO  [ApplicationImpl pooled thread 6] c.z.j.i.p.r.a.ProjectsPathProvider - Collecting project paths took 10 ms, 0 projects ids collected
2020-07-29 20:03:24.305 INFO  [AWT-EventQueue-0] c.z.j.b.o.e.jetty.server.Server - jetty-8.y.z-SNAPSHOT
2020-07-29 20:03:24.316 INFO  [AWT-EventQueue-0] c.z.j.b.o.e.j.s.AbstractConnector - Started SocketConnector@localhost:17434
2020-07-29 20:03:24.668 INFO  [ApplicationImpl pooled thread 8] o.z.common.jvm.JavaExeJVM - Evaluating jvm properties took 325 ms
2020-07-29 20:03:31.305 INFO  [AWT-EventQueue-0] o.z.j.ide.common.nps.IdeNPSShower - Request to show NPS in 10000ms
2020-07-29 20:03:31.306 INFO  [AWT-EventQueue-0] o.z.j.ide.common.nps.IdeNPSShower - NPS Shower instance has been inited
2020-07-29 20:03:31.466 INFO  [ApplicationImpl pooled thread 9] c.z.j.i.p.x.e.ExternalAutoConvert - ExternalAutoConvert is disabled: false
2020-07-29 20:03:31.468 INFO  [ApplicationImpl pooled thread 9] o.z.j.c.f.e.SharedExternalAutoConvert - Found 0 total -> 0 no-autoconvert=false -> 0 ide-gen -> 0 time-permitted => 0 candidate
2020-07-29 20:03:36.230 INFO  [rebel-intellij-startup] o.z.j.i.c.n.LicenseNotifier - resumeNewNotifications
2020-07-29 20:03:41.307 INFO  [AWT-EventQueue-0] o.z.j.ide.common.nps.IdeNPSShower - Creating NPS
2020-07-29 20:03:41.308 INFO  [AWT-EventQueue-0] o.z.j.ide.common.nps.IdeNPSShower - Cannot show NPS, rescheduling showing
2020-07-29 20:03:41.308 INFO  [AWT-EventQueue-0] o.z.j.ide.common.nps.IdeNPSShower - Request to show NPS in 60000ms
2020-07-29 20:03:56.225 INFO  [rebel-ide-scheduler-1] c.z.http.proxy.HttpProxyHolder - Save licensing proxy settings from class com.zeroturnaround.javarebel.idea.plugin.settings.IntellijProxyProvider to preferences: null
2020-07-29 20:03:56.232 INFO  [rebel-ide-scheduler-1] c.z.http.proxy.HttpProxyHolder - Save mixpanel proxy settings from class com.zeroturnaround.javarebel.idea.plugin.settings.IntellijProxyProvider to preferences: null
2020-07-29 20:03:56.236 INFO  [rebel-ide-scheduler-1] c.z.http.proxy.HttpProxyHolder - Save generic proxy settings from class com.zeroturnaround.javarebel.idea.plugin.settings.IntellijProxyProvider to preferences: null
2020-07-29 20:04:21.276 INFO  [rebel-ide-stats-sender-1] c.z.j.remoting.metrics.SyncTimer - No synchronizations since last stats, skipping sending sync time stats
2020-07-29 20:04:21.310 INFO  [rebel-ide-stats-sender-1] c.z.j.r.m.p.CachedMetricsProvider - Cache is stale, not using.
2020-07-29 20:04:25.344 INFO  [AWT-EventQueue-0] c.z.j.idea.plugin.guide.SetupGuide - Skipping setup guide as it was already completed
2020-07-29 20:04:25.362 INFO  [ApplicationImpl pooled thread 12] o.z.j.i.c.f.h.HybrisDetectionUtil - Looking for Hybris platform directory from C:/Users/mxy/IdeaProjects/demo
2020-07-29 20:04:25.363 INFO  [AWT-EventQueue-0] c.z.j.i.p.f.JRebelFacetSyncComponent - New module untitled104 added in project demo, check for facets
2020-07-29 20:04:25.366 INFO  [AWT-EventQueue-0] c.z.j.b.o.e.jetty.server.Server - jetty-8.y.z-SNAPSHOT
2020-07-29 20:04:25.367 WARN  [AWT-EventQueue-0] c.z.j.b.o.e.j.s.AbstractConnector - insufficient threads configured for SocketConnector@localhost:17434
2020-07-29 20:04:25.367 INFO  [AWT-EventQueue-0] c.z.j.b.o.e.j.s.AbstractConnector - Started SocketConnector@localhost:17434
2020-07-29 20:04:25.368 WARN  [ApplicationImpl pooled thread 12] c.z.j.i.p.r.a.ProjectsPathProvider - Module has JRebel enabled, but file at 'C:\Users\mxy\IdeaProjects\demo\src\rebel.xml' does not exist
2020-07-29 20:04:25.369 INFO  [ApplicationImpl pooled thread 12] c.z.j.i.p.r.a.ProjectsPathProvider - Collecting project paths took 3 ms, 0 projects ids collected
2020-07-29 20:04:25.894 INFO  [ApplicationImpl pooled thread 12] o.z.j.i.c.f.h.HybrisDetectionUtil - Looking for Hybris platform directory from C:/Users/mxy/IdeaProjects/demo
2020-07-29 20:04:25.955 INFO  [ApplicationImpl pooled thread 12] o.z.j.i.c.f.h.HybrisDetectionUtil - Looking for Hybris platform directory from C:/Users/mxy/IdeaProjects/demo
2020-07-29 20:04:26.207 INFO  [ApplicationImpl pooled thread 13] c.z.j.i.p.x.e.ExternalAutoConvert - ExternalAutoConvert is disabled: false
2020-07-29 20:04:26.208 INFO  [ApplicationImpl pooled thread 13] o.z.j.c.f.e.SharedExternalAutoConvert - Found 0 total -> 0 no-autoconvert=false -> 0 ide-gen -> 0 time-permitted => 0 candidate
2020-07-29 20:04:41.309 INFO  [AWT-EventQueue-0] o.z.j.ide.common.nps.IdeNPSShower - Creating NPS
2020-07-29 20:04:41.330 INFO  [AWT-EventQueue-0] o.z.j.ide.common.nps.IdeNPSShower - NPS form is shown
2020-07-29 20:04:48.909 INFO  [rebel-messaging-executor-123] o.z.j.reporting.MixpanelMetrics - Stats message for 2020-07-28 will be checked for changed properties
2020-07-29 20:04:48.927 INFO  [rebel-messaging-executor-123] o.z.j.reporting.MixpanelMetrics - Stats message was not sent because checked properties have not changed.
2020-07-29 20:05:07.316 INFO  [AWT-EventQueue-0] o.z.j.ide.common.nps.IdeNPSShower - NPS form canceled by user
2020-07-29 20:05:12.311 INFO  [ApplicationImpl pooled thread 11] o.z.j.i.c.f.h.HybrisDetectionUtil - Looking for Hybris platform directory from C:/Users/mxy/IdeaProjects/demo
2020-07-29 21:03:23.018 INFO  [rebel-lwatch] Licensing - === Event: getCurrentLicense
2020-07-29 21:03:23.019 INFO  [rebel-lwatch] Licensing - Trying licenseServer licensing
2020-07-29 21:03:23.028 INFO  [rebel-lwatch] Licensing-LS - Lease : com.zeroturnaround.javarebel.u@69c94159[leaseId=1,offline=true,clientRandomness=VZlFzPn6qsU=,serverRandomness=H2ulzLlh7E0=,validFrom=Mon Jul 20 21:23:36 CST 2020,validUntil=Sat Jan 16 21:23:36 CST 2021,serverGuid=a1b4aea8-b031-4302-b602-670a990272cb,serverVersion=3.2.4,zeroIds=[],seatPoolType=standalone,evaluationLicense=false]
2020-07-29 21:04:21.345 INFO  [rebel-ide-stats-sender-1] c.z.j.remoting.metrics.SyncTimer - No synchronizations since last stats, skipping sending sync time stats
2020-07-29 21:04:21.351 INFO  [rebel-ide-stats-sender-1] c.z.j.r.m.p.CachedMetricsProvider - Cache is stale, not using.
2020-07-29 22:03:25.691 INFO  [rebel-lwatch] Licensing - === Event: getCurrentLicense
2020-07-29 22:03:25.691 INFO  [rebel-lwatch] Licensing - Trying licenseServer licensing
2020-07-29 22:03:25.695 INFO  [rebel-lwatch] Licensing-LS - Lease : com.zeroturnaround.javarebel.u@25ff80e9[leaseId=1,offline=true,clientRandomness=VZlFzPn6qsU=,serverRandomness=H2ulzLlh7E0=,validFrom=Mon Jul 20 21:23:36 CST 2020,validUntil=Sat Jan 16 21:23:36 CST 2021,serverGuid=a1b4aea8-b031-4302-b602-670a990272cb,serverVersion=3.2.4,zeroIds=[],seatPoolType=standalone,evaluationLicense=false]
2020-07-29 22:04:24.041 INFO  [rebel-ide-stats-sender-1] c.z.j.remoting.metrics.SyncTimer - No synchronizations since last stats, skipping sending sync time stats
2020-07-29 22:04:24.046 INFO  [rebel-ide-stats-sender-1] c.z.j.r.m.p.CachedMetricsProvider - Cache is stale, not using.
2020-07-29 23:03:25.696 INFO  [rebel-lwatch] Licensing - === Event: getCurrentLicense
2020-07-29 23:03:25.698 INFO  [rebel-lwatch] Licensing - Trying licenseServer licensing
2020-07-29 23:03:25.705 INFO  [rebel-lwatch] Licensing-LS - Lease : com.zeroturnaround.javarebel.u@e3d02ad[leaseId=1,offline=true,clientRandomness=VZlFzPn6qsU=,serverRandomness=H2ulzLlh7E0=,validFrom=Mon Jul 20 21:23:36 CST 2020,validUntil=Sat Jan 16 21:23:36 CST 2021,serverGuid=a1b4aea8-b031-4302-b602-670a990272cb,serverVersion=3.2.4,zeroIds=[],seatPoolType=standalone,evaluationLicense=false]
2020-07-29 23:04:24.073 INFO  [rebel-ide-stats-sender-1] c.z.j.remoting.metrics.SyncTimer - No synchronizations since last stats, skipping sending sync time stats
2020-07-29 23:04:24.076 INFO  [rebel-ide-stats-sender-1] c.z.j.r.m.p.CachedMetricsProvider - Cache is stale, not using.
2020-07-30 00:03:25.706 INFO  [rebel-lwatch] Licensing - === Event: getCurrentLicense
2020-07-30 00:03:25.707 INFO  [rebel-lwatch] Licensing - Trying licenseServer licensing
2020-07-30 00:03:25.710 INFO  [rebel-lwatch] Licensing-LS - Lease : com.zeroturnaround.javarebel.u@38bcdee4[leaseId=1,offline=true,clientRandomness=VZlFzPn6qsU=,serverRandomness=H2ulzLlh7E0=,validFrom=Mon Jul 20 21:23:36 CST 2020,validUntil=Sat Jan 16 21:23:36 CST 2021,serverGuid=a1b4aea8-b031-4302-b602-670a990272cb,serverVersion=3.2.4,zeroIds=[],seatPoolType=standalone,evaluationLicense=false]
2020-07-30 00:04:24.110 INFO  [rebel-ide-stats-sender-1] c.z.j.remoting.metrics.SyncTimer - No synchronizations since last stats, skipping sending sync time stats
2020-07-30 00:04:24.115 INFO  [rebel-ide-stats-sender-1] c.z.j.r.m.p.CachedMetricsProvider - Cache is stale, not using.
2020-07-30 00:04:25.128 INFO  [rebel-messaging-executor-123] o.z.j.reporting.MixpanelMetrics - Stats message for 2020-07-29 will be checked for changed properties
2020-07-30 00:04:25.133 INFO  [rebel-messaging-executor-123] o.z.j.reporting.MixpanelMetrics - Stats message was not sent because checked properties have not changed.
2020-07-30 00:10:27.523 INFO  [AWT-EventQueue-0] c.z.j.i.p.s.IntellijProxyProvider - disposeComponent IntellijProxyProvider
2020-07-30 22:06:19.648 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] ---Changed configuration
2020-07-30 22:06:19.652 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] File to log JDI Exceptions : null
2020-07-30 22:06:19.652 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Hide Rebel Stack Frames : true
2020-07-30 22:06:19.652 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Hide Rebel Threads : true
2020-07-30 22:06:19.652 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Hide Rebel Classes : true
2020-07-30 22:06:19.652 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Don't expose versioned types : true
2020-07-30 22:06:19.652 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Fix That : true
2020-07-30 22:06:19.652 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Can call Rebel runtime : true
2020-07-30 22:06:19.652 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Prevent stepping to Rebel code: true
2020-07-30 22:06:19.652 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Pump events: true
2020-07-30 22:06:19.653 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] IDE identificator: IntelliJ IDEA IU-201.6668.121 JRebel plugin: 2020.2.3
2020-07-30 22:06:19.654 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] IDE identificator as code: 0x400000000000000
2020-07-30 22:06:19.654 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] IDE type as code: 0x4
2020-07-30 22:06:19.655 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Wrapper proxy builder: com.zeroturnaround.jdi.proxy.DefaultFactoryBuilder@6fb5591e
2020-07-30 22:06:19.655 INFO  [AWT-EventQueue-0] o.z.j.i.d.AbstractDebuggerConfiguration - [DI] Logger factory : NOP
